match_id,tournament_id,round,player_1,player_2,winner,score,p1_world_ranking,p2_world_ranking,p1_seeding,p2_seeding,date,discipline
199,5209,R32,Arnaud MERKLE,Justin HOH,Justin HOH,22-20 16-21 17-21,,,,,2026-01-10,MS
200,5209,R32,Tharun MANNEPALLI,Kenta NISHIMOTO,Tharun MANNEPALLI,16-21 21-16 7-2,12.0,,,5.0,2026-01-10,MS
201,5209,R32,Anthony Sinisuka GINTING,WANG Tzu Wei,Anthony Sinisuka GINTING,21-11 21-17,,23.0,,,2026-01-10,MS
202,5209,R32,WANG Zheng Xing,CHOU Tien Chen,WANG Zheng Xing,14-21 21-16 21-10,24.0,7.0,,2.0,2026-01-10,MS
203,5209,R16,LI Shi Feng,Yudai OKIMOTO,LI Shi Feng,21-17 21-15,,,1.0,,2026-01-10,MS
204,5209,R16,WANG Po-Wei,Brian YANG,WANG Po-Wei,21-18 21-8,,21.0,,,2026-01-10,MS
205,5209,R16,Kiran GEORGE,Jason GUNAWAN,Jason GUNAWAN,18-21 21-16 16-21,19.0,14.0,,,2026-01-10,MS
206,5209,R16,Alwi FARHAN,Jia Heng Jason TEH,Alwi FARHAN,21-17 22-20,2.0,9.0,6.0,,2026-01-10,MS
207,5209,R16,Magnus JOHANNESEN,Yushi TANAKA,Yushi TANAKA,16-21 14-21,,5.0,,,2026-01-10,MS
208,5209,R16,Koki WATANABE,SU Li Yang,Koki WATANABE,21-10 21-17,16.0,,,,2026-01-10,MS
209,5209,R16,Justin HOH,Tharun MANNEPALLI,Tharun MANNEPALLI,14-21 20-22,,12.0,,,2026-01-10,MS
210,5209,R16,Anthony Sinisuka GINTING,WANG Zheng Xing,Anthony Sinisuka GINTING,21-15 21-16,,24.0,,,2026-01-10,MS
211,5209,QF,LI Shi Feng,WANG Po-Wei,LI Shi Feng,8-21 21-11 21-15,,,1.0,,2026-01-10,MS
212,5209,QF,Jason GUNAWAN,Alwi FARHAN,Alwi FARHAN,14-21 15-21,14.0,2.0,,6.0,2026-01-10,MS
213,5209,QF,Yushi TANAKA,Koki WATANABE,Yushi TANAKA,21-14 21-17,5.0,16.0,,,2026-01-10,MS
214,5209,QF,Tharun MANNEPALLI,Anthony Sinisuka GINTING,Anthony Sinisuka GINTING,19-21 21-19 13-21,12.0,,,,2026-01-10,MS
215,5209,SF,LI Shi Feng,Alwi FARHAN,Alwi FARHAN,10-21 19-21,,2.0,1.0,6.0,2026-01-10,MS
216,5209,SF,Yushi TANAKA,Anthony Sinisuka GINTING,Yushi TANAKA,21-17 21-12,5.0,,,,2026-01-10,MS
217,5209,F,Alwi FARHAN,Yushi TANAKA,Alwi FARHAN,18-21 12-21,2.0,5.0,6.0,,2026-01-10,MS
218,5270,R32,CHOU Tien Chen,Kantaphon WANGCHAROEN,CHOU Tien Chen,21-13 21-17,7.0,,1.0,,2026-01-17,MS
219,5270,R32,Anthony Sinisuka GINTING,LIAO Jhuo-Fu,Anthony Sinisuka GINTING,22-20 21-5,,,,,2026-01-17,MS
220,5270,R32,Yushi TANAKA,Moh. Zaki UBAIDILLAH,Yushi TANAKA,21-15 21-11,5.0,,6.0,,2026-01-17,MS
221,5270,R32,HU Zhe An,Jason GUNAWAN,HU Zhe An,21-18 21-14,,14.0,,,2026-01-17,MS
222,5270,R32,Toma Junior POPOV,ZHU Xuan Chen,Toma Junior POPOV,21-17 21-13,13.0,,4.0,,2026-01-17,MS
223,5270,R32,WANG Tzu Wei,Tharun MANNEPALLI,WANG Tzu Wei,21-18 14-21 23-21,23.0,12.0,,,2026-01-17,MS
224,5270,R32,Rasmus GEMKE,WANG Po-Wei,WANG Po-Wei,17-21 13-21,,,7.0,,2026-01-17,MS
225,5270,R32,DONG Tian Yao,Joakim OLDORFF,DONG Tian Yao,21-17 21-15,,,,,2026-01-17,MS
226,5270,R32,KIDAMBI Srikanth,Magnus JOHANNESEN,Magnus JOHANNESEN,12-21 10-21,18.0,,,,2026-01-17,MS
227,5270,R32,LEE Chia Hao,WANG Zheng Xing,WANG Zheng Xing,21-11 12-21 14-21,,24.0,,,2026-01-17,MS
228,5270,R32,Yudai OKIMOTO,Enogat ROY,Yudai OKIMOTO,21-13 21-17,,,,,2026-01-17,MS
229,5270,R32,Kiran GEORGE,Ayush SHETTY,Ayush SHETTY,21-17 10-21 17-21,19.0,25.0,,8.0,2026-01-17,MS
230,5270,R32,SU Li Yang,Kalle KOLJONEN,SU Li Yang,21-13 21-16,,,,,2026-01-17,MS
231,5270,R32,Justin HOH,CHI Yu Jen,Justin HOH,21-9 14-21 24-22,,6.0,,5.0,2026-01-17,MS
232,5270,R32,Julien CARRAGGI,Panitchaphon TEERARATSAKUL,Panitchaphon TEERARATSAKUL,20-22 19-21,,22.0,,,2026-01-17,MS
233,5270,R32,Arnaud MERKLE,Alex LANIER,Alex LANIER,13-21 16-21,,20.0,,2.0,2026-01-17,MS
234,5270,R16,CHOU Tien Chen,Anthony Sinisuka GINTING,CHOU Tien Chen,21-14 21-10,7.0,,1.0,,2026-01-17,MS
235,5270,R16,Yushi TANAKA,HU Zhe An,HU Zhe An,18-21 21-17 18-21,5.0,,6.0,,2026-01-17,MS
236,5270,R16,Toma Junior POPOV,WANG Tzu Wei,Toma Junior POPOV,21-19 14-21 21-15,13.0,23.0,4.0,,2026-01-17,MS
237,5270,R16,WANG Po-Wei,DONG Tian Yao,DONG Tian Yao,13-21 16-21,,,,,2026-01-17,MS
238,5270,R16,Magnus JOHANNESEN,WANG Zheng Xing,Magnus JOHANNESEN,17-21 21-19 21-12,,24.0,,,2026-01-17,MS
239,5270,R16,Yudai OKIMOTO,Ayush SHETTY,Yudai OKIMOTO,9-21 21-18 21-9,,25.0,,8.0,2026-01-17,MS
240,5270,R16,SU Li Yang,Justin HOH,SU Li Yang,16-21 21-17 22-20,,,,,2026-01-17,MS
241,5270,R16,Panitchaphon TEERARATSAKUL,Alex LANIER,Alex LANIER,12-21 16-21,22.0,20.0,,2.0,2026-01-17,MS
242,5270,QF,CHOU Tien Chen,HU Zhe An,HU Zhe An,21-12 18-21 16-21,7.0,,1.0,,2026-01-17,MS
243,5270,QF,Toma Junior POPOV,DONG Tian Yao,Toma Junior POPOV,22-20 21-13,13.0,,4.0,,2026-01-17,MS
244,5270,QF,Magnus JOHANNESEN,Yudai OKIMOTO,Yudai OKIMOTO,12-21 15-21,,,,,2026-01-17,MS
245,5270,QF,SU Li Yang,Alex LANIER,Alex LANIER,14-21 15-21,,20.0,,2.0,2026-01-17,MS
246,5270,SF,HU Zhe An,Toma Junior POPOV,Toma Junior POPOV,16-21 14-21,,13.0,,4.0,2026-01-17,MS
247,5270,SF,Yudai OKIMOTO,Alex LANIER,Alex LANIER,14-21 12-21,,20.0,,2.0,2026-01-17,MS
248,5270,F,Toma Junior POPOV,Alex LANIER,Alex LANIER,11-21 13-21,13.0,20.0,4.0,2.0,2026-01-17,MS
249,5222,R32,SHI Yu Qi,Kenta NISHIMOTO,SHI Yu Qi,21-16 20-22 21-16,,,1.0,,2025-01-07,MS
250,5222,R32,LEONG Jun Hao,LU Guang Zu,LU Guang Zu,17-21 21-16 13-21,,,,,2025-01-07,MS
251,5222,R32,CHOU Tien Chen,SU Li Yang,CHOU Tien Chen,21-14 21-17,7.0,,,,2025-01-07,MS
252,5222,R32,Yushi TANAKA,LEI Lan Xi,Yushi TANAKA,19-21 21-16 21-13,5.0,,,,2025-01-07,MS
253,5222,R32,Viktor AXELSEN,LEE Cheuk Yiu,LEE Cheuk Yiu,17-21 13-21,,,4.0,,2025-01-07,MS
254,5222,R32,Lakshya SEN,CHI Yu Jen,CHI Yu Jen,14-21 7-21,4.0,6.0,,,2025-01-07,MS
255,5222,R32,LI Shi Feng,Priyanshu RAJAWAT,LI Shi Feng,21-11 21-16,,,7.0,,2025-01-07,MS
256,5222,R32,Brian YANG,PRANNOY H. S.,PRANNOY H. S.,12-21 21-17 15-21,21.0,,,,2025-01-07,MS
257,5222,R32,LIN Chun-Yi,Rasmus GEMKE,LIN Chun-Yi,9-21 21-18 21-7,1.0,,,,2025-01-07,MS
258,5222,R32,Christo POPOV,Kodai NARAOKA,Kodai NARAOKA,21-23 9-21,10.0,,,8.0,2025-01-07,MS
259,5222,R32,NG Ka Long Angus,WENG Hong Yang,NG Ka Long Angus,16-21 21-19 21-11,,,,,2025-01-07,MS
260,5222,R32,Toma Junior POPOV,Jonatan CHRISTIE,Toma Junior POPOV,21-8 14-21 26-24,13.0,11.0,,3.0,2025-01-07,MS
261,5222,R32,LEE Chia Hao,Anthony Sinisuka GINTING,Anthony Sinisuka GINTING,12-21 18-21,,,,,2025-01-07,MS
262,5222,R32,Alex LANIER,Kunlavut VITIDSARN,Kunlavut VITIDSARN,11-21 21-12 21-23,20.0,3.0,,5.0,2025-01-07,MS
263,5222,R32,LOH Kean Yew,Koki WATANABE,Koki WATANABE,13-21 18-21,8.0,16.0,,,2025-01-07,MS
264,5222,R32,WANG Tzu Wei,Anders ANTONSEN,Anders ANTONSEN,17-21 10-21,23.0,,,2.0,2025-01-07,MS
265,5222,R16,SHI Yu Qi,LU Guang Zu,SHI Yu Qi,21-18 21-16,,,1.0,,2025-01-07,MS
266,5222,R16,CHOU Tien Chen,Yushi TANAKA,CHOU Tien Chen,21-9 22-24 21-18,7.0,5.0,,,2025-01-07,MS
267,5222,R16,LEE Cheuk Yiu,CHI Yu Jen,CHI Yu Jen,21-15 14-21 12-21,,6.0,,,2025-01-07,MS
268,5222,R16,LI Shi Feng,PRANNOY H. S.,LI Shi Feng,21-8 15-21 23-21,,,7.0,,2025-01-07,MS
269,5222,R16,LIN Chun-Yi,Kodai NARAOKA,Kodai NARAOKA,14-21 14-21,1.0,,,8.0,2025-01-07,MS
270,5222,R16,NG Ka Long Angus,Toma Junior POPOV,NG Ka Long Angus,23-21 10-21 21-17,,13.0,,,2025-01-07,MS
271,5222,R16,Anthony Sinisuka GINTING,Kunlavut VITIDSARN,Kunlavut VITIDSARN,7-21 10-21,,3.0,,5.0,2025-01-07,MS
272,5222,R16,Koki WATANABE,Anders ANTONSEN,Anders ANTONSEN,23-21 18-21 14-21,16.0,,,2.0,2025-01-07,MS
273,5222,QF,SHI Yu Qi,CHOU Tien Chen,SHI Yu Qi,21-16 19-21 21-17,,7.0,1.0,,2025-01-07,MS
274,5222,QF,CHI Yu Jen,LI Shi Feng,LI Shi Feng,21-14 13-21 7-21,6.0,,,7.0,2025-01-07,MS
275,5222,QF,Kodai NARAOKA,NG Ka Long Angus,Kodai NARAOKA,21-18 21-15,,,8.0,,2025-01-07,MS
276,5222,QF,Kunlavut VITIDSARN,Anders ANTONSEN,Anders ANTONSEN,15-21 13-21,3.0,,5.0,2.0,2025-01-07,MS
277,5222,SF,SHI Yu Qi,LI Shi Feng,SHI Yu Qi,16-21 21-5 21-12,,,1.0,7.0,2025-01-07,MS
278,5222,SF,Kodai NARAOKA,Anders ANTONSEN,Anders ANTONSEN,14-21 14-21,,,8.0,2.0,2025-01-07,MS
279,5222,F,SHI Yu Qi,Anders ANTONSEN,SHI Yu Qi,21-8 21-15,,,1.0,2.0,2025-01-07,MS
280,5268,R32,Kunlavut VITIDSARN,Alex LANIER,Alex LANIER,11-21 21-14 14-21,3.0,20.0,4.0,,2025-01-14,MS
281,5268,R32,Yushi TANAKA,Kiran GEORGE,Kiran GEORGE,19-21 21-14 25-27,5.0,19.0,,,2025-01-14,MS
282,5268,R32,LI Shi Feng,LEONG Jun Hao,LEONG Jun Hao,21-18 17-21 17-21,,,5.0,,2025-01-14,MS
283,5268,R32,WENG Hong Yang,KIDAMBI Srikanth,WENG Hong Yang,,,18.0,,,2025-01-14,MS
284,5268,R32,CHOU Tien Chen,Brian YANG,CHOU Tien Chen,21-12 21-9,7.0,21.0,7.0,,2025-01-14,MS
285,5268,R32,Rasmus GEMKE,LU Guang Zu,LU Guang Zu,19-21 21-16 12-21,,,,,2025-01-14,MS
286,5268,R32,Koki WATANABE,LEE Cheuk Yiu,LEE Cheuk Yiu,20-22 14-21,16.0,,,,2025-01-14,MS
287,5268,R32,Toma Junior POPOV,Kenta NISHIMOTO,Toma Junior POPOV,20-22 21-10 21-14,13.0,,,,2025-01-14,MS
288,5268,R32,LEE Chia Hao,LOH Kean Yew,LOH Kean Yew,15-21 20-22,,8.0,,,2025-01-14,MS
289,5268,R32,Priyanshu RAJAWAT,Kodai NARAOKA,Kodai NARAOKA,16-21 22-20 13-21,,,,6.0,2025-01-14,MS
290,5268,R32,Takuma OBAYASHI,Jia Heng Jason TEH,Jia Heng Jason TEH,16-21 16-21,,9.0,,,2025-01-14,MS
291,5268,R32,CHI Yu Jen,Viktor AXELSEN,Viktor AXELSEN,21-16 11-21 13-21,6.0,,,3.0,2025-01-14,MS
292,5268,R32,LEI Lan Xi,Christo POPOV,Christo POPOV,15-21 18-21,,10.0,,,2025-01-14,MS
293,5268,R32,LIN Chun-Yi,Lakshya SEN,LIN Chun-Yi,21-15 21-10,1.0,4.0,,,2025-01-14,MS
294,5268,R32,SU Li Yang,PRANNOY H. S.,SU Li Yang,16-21 21-18 21-12,,,,,2025-01-14,MS
295,5268,R32,WANG Tzu Wei,Jonatan CHRISTIE,Jonatan CHRISTIE,18-21 15-21,23.0,11.0,,2.0,2025-01-14,MS
296,5268,R16,Alex LANIER,Kiran GEORGE,Kiran GEORGE,20-22 13-21,20.0,19.0,,,2025-01-14,MS
297,5268,R16,LEONG Jun Hao,WENG Hong Yang,WENG Hong Yang,18-21 12-21,,,,,2025-01-14,MS
298,5268,R16,CHOU Tien Chen,LU Guang Zu,CHOU Tien Chen,21-15 13-21 21-14,7.0,,7.0,,2025-01-14,MS
299,5268,R16,LEE Cheuk Yiu,Toma Junior POPOV,LEE Cheuk Yiu,14-21 21-18 22-20,,13.0,,,2025-01-14,MS
300,5268,R16,LOH Kean Yew,Kodai NARAOKA,LOH Kean Yew,21-17 21-15,8.0,,,6.0,2025-01-14,MS
301,5268,R16,Jia Heng Jason TEH,Viktor AXELSEN,Viktor AXELSEN,11-21 14-21,9.0,,,3.0,2025-01-14,MS
302,5268,R16,Christo POPOV,LIN Chun-Yi,LIN Chun-Yi,23-25 11-21,10.0,1.0,,,2025-01-14,MS
303,5268,R16,SU Li Yang,Jonatan CHRISTIE,Jonatan CHRISTIE,16-21 11-21,,11.0,,2.0,2025-01-14,MS
304,5268,QF,Kiran GEORGE,WENG Hong Yang,WENG Hong Yang,13-21 19-21,19.0,,,,2025-01-14,MS
305,5268,QF,CHOU Tien Chen,LEE Cheuk Yiu,LEE Cheuk Yiu,15-21 8-21,7.0,,7.0,,2025-01-14,MS
306,5268,QF,LOH Kean Yew,Viktor AXELSEN,Viktor AXELSEN,19-21 21-13 8-21,8.0,,,3.0,2025-01-14,MS
307,5268,QF,LIN Chun-Yi,Jonatan CHRISTIE,Jonatan CHRISTIE,20-22 21-9 10-21,1.0,11.0,,2.0,2025-01-14,MS
308,5268,SF,WENG Hong Yang,LEE Cheuk Yiu,LEE Cheuk Yiu,21-13 10-21 16-21,,,,,2025-01-14,MS
309,5268,SF,Viktor AXELSEN,Jonatan CHRISTIE,Viktor AXELSEN,17-21 21-14 21-15,,11.0,3.0,2.0,2025-01-14,MS
310,5268,F,LEE Cheuk Yiu,Viktor AXELSEN,LEE Cheuk Yiu,16-21 8-21,,,,3.0,2025-01-14,MS
311,5234,R32,SHI Yu Qi,Ayush SHETTY,SHI Yu Qi,21-19 21-19,,25.0,1.0,,2025-01-21,MS
312,5234,R32,JEON Hyeok Jin,Kiran GEORGE,JEON Hyeok Jin,21-12 21-10,,19.0,,,2025-01-21,MS
313,5234,R32,CHOU Tien Chen,CHI Yu Jen,CHI Yu Jen,17-21 21-19 15-21,7.0,6.0,7.0,,2025-01-21,MS
314,5234,R32,LEONG Jun Hao,WENG Hong Yang,WENG Hong Yang,14-21 13-21,,,,,2025-01-21,MS
315,5234,R32,Kunlavut VITIDSARN,Nhat NGUYEN,Kunlavut VITIDSARN,21-9 21-18,3.0,17.0,4.0,,2025-01-21,MS
316,5234,R32,LU Guang Zu,LEE Chia Hao,LU Guang Zu,8-21 21-13 21-16,,,,,2025-01-21,MS
317,5234,R32,Kodai NARAOKA,Priyanshu RAJAWAT,Kodai NARAOKA,21-14 13-21 21-18,,,6.0,,2025-01-21,MS
318,5234,R32,Jia Heng Jason TEH,Rasmus GEMKE,Jia Heng Jason TEH,20-22 21-17 22-20,9.0,,,,2025-01-21,MS
319,5234,R32,Chico Aura DWI WARDOYO,Kenta NISHIMOTO,Kenta NISHIMOTO,18-21 14-21,,,,,2025-01-21,MS
320,5234,R32,Takuma OBAYASHI,Lakshya SEN,Lakshya SEN,9-21 14-21,,4.0,,,2025-01-21,MS
321,5234,R32,LOH Kean Yew,LIN Chun-Yi,LIN Chun-Yi,21-5 9-21 12-21,8.0,1.0,,,2025-01-21,MS
322,5234,R32,SU Li Yang,Jonatan CHRISTIE,Jonatan CHRISTIE,13-21 15-21,,11.0,,3.0,2025-01-21,MS
323,5234,R32,Brian YANG,Yushi TANAKA,Brian YANG,21-15 14-21 26-24,21.0,5.0,,,2025-01-21,MS
324,5234,R32,Jason GUNAWAN,LI Shi Feng,LI Shi Feng,16-21 12-21,14.0,,,5.0,2025-01-21,MS
325,5234,R32,LEI Lan Xi,WANG Tzu Wei,WANG Tzu Wei,12-21 12-21,,23.0,,,2025-01-21,MS
326,5234,R32,NG Ka Long Angus,Anders ANTONSEN,NG Ka Long Angus,18-21 21-18 21-15,,,,2.0,2025-01-21,MS
327,5234,R16,SHI Yu Qi,JEON Hyeok Jin,SHI Yu Qi,21-11 21-14,,,1.0,,2025-01-21,MS
328,5234,R16,CHI Yu Jen,WENG Hong Yang,WENG Hong Yang,10-21 11-21,6.0,,,,2025-01-21,MS
329,5234,R16,Kunlavut VITIDSARN,LU Guang Zu,Kunlavut VITIDSARN,18-21 21-8 21-15,3.0,,4.0,,2025-01-21,MS
330,5234,R16,Kodai NARAOKA,Jia Heng Jason TEH,Jia Heng Jason TEH,19-21 16-21,,9.0,6.0,,2025-01-21,MS
331,5234,R16,Kenta NISHIMOTO,Lakshya SEN,Kenta NISHIMOTO,21-16 12-21 23-21,,4.0,,,2025-01-21,MS
332,5234,R16,LIN Chun-Yi,Jonatan CHRISTIE,Jonatan CHRISTIE,9-21 21-10 15-21,1.0,11.0,,3.0,2025-01-21,MS
333,5234,R16,Brian YANG,LI Shi Feng,LI Shi Feng,19-21 18-21,21.0,,,5.0,2025-01-21,MS
334,5234,R16,WANG Tzu Wei,NG Ka Long Angus,WANG Tzu Wei,18-21 21-16 21-14,23.0,,,,2025-01-21,MS
335,5234,QF,SHI Yu Qi,WENG Hong Yang,SHI Yu Qi,22-20 21-9,,,1.0,,2025-01-21,MS
336,5234,QF,Kunlavut VITIDSARN,Jia Heng Jason TEH,Kunlavut VITIDSARN,21-16 21-14,3.0,9.0,4.0,,2025-01-21,MS
337,5234,QF,Kenta NISHIMOTO,Jonatan CHRISTIE,Jonatan CHRISTIE,21-17 13-21 11-21,,11.0,,3.0,2025-01-21,MS
338,5234,QF,LI Shi Feng,WANG Tzu Wei,WANG Tzu Wei,15-21 18-21,,23.0,5.0,,2025-01-21,MS
339,5234,SF,SHI Yu Qi,Kunlavut VITIDSARN,Kunlavut VITIDSARN,13-21 17-21,,3.0,1.0,4.0,2025-01-21,MS
340,5234,SF,Jonatan CHRISTIE,WANG Tzu Wei,Jonatan CHRISTIE,21-18 24-22,11.0,23.0,3.0,,2025-01-21,MS
341,5234,F,Kunlavut VITIDSARN,Jonatan CHRISTIE,Kunlavut VITIDSARN,18-21 21-17 21-18,3.0,11.0,4.0,3.0,2025-01-21,MS
342,5221,R32,Chico Aura DWI WARDOYO,Tharun MANNEPALLI,Chico Aura DWI WARDOYO,21-11 21-15,,12.0,3.0,,2025-01-28,MS
343,5221,R32,CHEAM June Wei,S.Sankar Muthusamy SUBRAMANIAN,S.Sankar Muthusamy SUBRAMANIAN,21-15 15-21 19-21,,,,,2025-01-28,MS
344,5221,R32,Kantaphon WANGCHAROEN,Panitchaphon TEERARATSAKUL,Kantaphon WANGCHAROEN,21-17 19-21 21-16,,22.0,7.0,,2025-01-28,MS
345,5221,R32,ZHU Xuan Chen,LE Duc Phat,ZHU Xuan Chen,21-7 21-13,,,,,2025-01-28,MS
346,5221,R32,WANG Zheng Xing,Saran JAMSRI,WANG Zheng Xing,23-21 21-19,24.0,,6.0,,2025-01-28,MS
347,5221,R32,Mithun MANJUNATH,Sholeh AIDIL,Sholeh AIDIL,14-21 13-21,,,,,2025-01-28,MS
348,5221,R32,Jason GUNAWAN,HUANG Yu Kai,Jason GUNAWAN,21-14 21-9,14.0,,,,2025-01-28,MS
349,5221,R32,KIDAMBI Srikanth,Daniil DUBOVENKO,KIDAMBI Srikanth,21-13 21-18,18.0,,,,2025-01-28,MS
350,5221,R32,KOK Jing Hong,Ayush SHETTY,KOK Jing Hong,21-15 21-17,,25.0,,,2025-01-28,MS
351,5221,R32,WANG Po-Wei,JEON Hyeok Jin,JEON Hyeok Jin,15-21 21-9 15-21,,,,5.0,2025-01-28,MS
352,5221,R32,Justin HOH,Moh. Zaki UBAIDILLAH,Moh. Zaki UBAIDILLAH,21-17 12-21 13-21,,,,,2025-01-28,MS
353,5221,R32,Misha ZILBERMAN,Jia Heng Jason TEH,Jia Heng Jason TEH,17-21 24-22 14-21,,9.0,,4.0,2025-01-28,MS
354,5221,R32,Viren NETTASINGHE,Julien CARRAGGI,Julien CARRAGGI,21-19 14-21 22-24,,,,,2025-01-28,MS
355,5221,R32,Magnus JOHANNESEN,Nhat NGUYEN,Nhat NGUYEN,19-21 10-21,,17.0,,8.0,2025-01-28,MS
356,5221,R32,Rithvik Sanjeevi SATISH KUMAR,Alwi FARHAN,Alwi FARHAN,15-21 18-21,,2.0,,,2025-01-28,MS
357,5221,R32,Yohanes Saut MARCELLYNO,NG Ka Long Angus,NG Ka Long Angus,11-21 14-21,,,,2.0,2025-01-28,MS
358,5221,R16,Chico Aura DWI WARDOYO,S.Sankar Muthusamy SUBRAMANIAN,S.Sankar Muthusamy SUBRAMANIAN,21-9 10-21 17-21,,,3.0,,2025-01-28,MS
359,5221,R16,Kantaphon WANGCHAROEN,ZHU Xuan Chen,ZHU Xuan Chen,15-21 21-13 14-21,,,7.0,,2025-01-28,MS
360,5221,R16,WANG Zheng Xing,Sholeh AIDIL,WANG Zheng Xing,21-9 21-15,24.0,,6.0,,2025-01-28,MS
361,5221,R16,Jason GUNAWAN,KIDAMBI Srikanth,KIDAMBI Srikanth,19-21 15-21,14.0,18.0,,,2025-01-28,MS
362,5221,R16,KOK Jing Hong,JEON Hyeok Jin,JEON Hyeok Jin,13-21 18-21,,,,5.0,2025-01-28,MS
363,5221,R16,Moh. Zaki UBAIDILLAH,Jia Heng Jason TEH,Jia Heng Jason TEH,21-23 15-21,,9.0,,4.0,2025-01-28,MS
364,5221,R16,Julien CARRAGGI,Nhat NGUYEN,Nhat NGUYEN,5-21 14-21,,17.0,,8.0,2025-01-28,MS
365,5221,R16,Alwi FARHAN,NG Ka Long Angus,Alwi FARHAN,21-8 16-21 21-12,2.0,,,2.0,2025-01-28,MS
366,5221,QF,S.Sankar Muthusamy SUBRAMANIAN,ZHU Xuan Chen,ZHU Xuan Chen,21-19 18-21 13-21,,,,,2025-01-28,MS
367,5221,QF,WANG Zheng Xing,KIDAMBI Srikanth,WANG Zheng Xing,21-17 21-16,24.0,18.0,6.0,,2025-01-28,MS
368,5221,QF,JEON Hyeok Jin,Jia Heng Jason TEH,Jia Heng Jason TEH,13-21 18-21,,9.0,5.0,4.0,2025-01-28,MS
369,5221,QF,Nhat NGUYEN,Alwi FARHAN,Nhat NGUYEN,21-19 13-21 21-19,17.0,2.0,8.0,,2025-01-28,MS
370,5221,SF,ZHU Xuan Chen,WANG Zheng Xing,WANG Zheng Xing,21-13 13-21 16-21,,24.0,,6.0,2025-01-28,MS
371,5221,SF,Jia Heng Jason TEH,Nhat NGUYEN,Jia Heng Jason TEH,19-21 21-18 21-9,9.0,17.0,4.0,8.0,2025-01-28,MS
372,5221,F,WANG Zheng Xing,Jia Heng Jason TEH,Jia Heng Jason TEH,18-21 21-15 19-21,24.0,9.0,6.0,4.0,2025-01-28,MS
373,5242,R32,Viktor AXELSEN,Riku HATANO,Viktor AXELSEN,20-22 21-16 21-9,,,1.0,,2025-01-25,MS
374,5242,R32,WANG Po-Wei,Alwi FARHAN,Alwi FARHAN,15-21 16-21,,2.0,,,2025-01-25,MS
375,5242,R32,Rasmus GEMKE,Mads CHRISTOPHERSEN,Rasmus GEMKE,14-21 21-18 21-19,,,6.0,,2025-01-25,MS
376,5242,R32,Jason GUNAWAN,Ayush SHETTY,Jason GUNAWAN,21-15 21-16,14.0,25.0,,,2025-01-25,MS
377,5242,R32,Toma Junior POPOV,Joran KWEEKEL,Toma Junior POPOV,21-14 21-15,13.0,,3.0,,2025-01-25,MS
378,5242,R32,KIDAMBI Srikanth,Priyanshu RAJAWAT,Priyanshu RAJAWAT,14-21 12-21,18.0,,,,2025-01-25,MS
379,5242,R32,Brian YANG,Kalle KOLJONEN,Brian YANG,21-19 18-21 21-11,21.0,,8.0,,2025-01-25,MS
380,5242,R32,Magnus JOHANNESEN,Tharun MANNEPALLI,Tharun MANNEPALLI,21-10 19-21 19-21,,12.0,,,2025-01-25,MS
381,5242,R32,Kiran GEORGE,Joakim OLDORFF,Kiran GEORGE,21-18 19-21 21-16,19.0,,,,2025-01-25,MS
382,5242,R32,Kantaphon WANGCHAROEN,WANG Zheng Xing,WANG Zheng Xing,13-21 9-21,,24.0,,7.0,2025-01-25,MS
383,5242,R32,Koo TAKAHASHI,JEON Hyeok Jin,Koo TAKAHASHI,19-21 22-20 21-13,,,,,2025-01-25,MS
384,5242,R32,Julien CARRAGGI,Christo POPOV,Christo POPOV,17-21 13-21,,10.0,,4.0,2025-01-25,MS
385,5242,R32,Takuma OBAYASHI,Justin HOH,Justin HOH,19-21 21-19 19-21,,,,,2025-01-25,MS
386,5242,R32,Nhat NGUYEN,Jia Heng Jason TEH,Jia Heng Jason TEH,21-19 16-21 17-21,17.0,9.0,,5.0,2025-01-25,MS
387,5242,R32,SU Li Yang,CHEAM June Wei,CHEAM June Wei,21-23 13-21,,,,,2025-01-25,MS
388,5242,R32,Arnaud MERKLE,LOH Kean Yew,LOH Kean Yew,13-21 16-21,,8.0,,2.0,2025-01-25,MS
389,5242,R16,Viktor AXELSEN,Alwi FARHAN,Viktor AXELSEN,21-13 21-18,,2.0,1.0,,2025-01-25,MS
390,5242,R16,Rasmus GEMKE,Jason GUNAWAN,Jason GUNAWAN,11-21 21-15 13-21,,14.0,6.0,,2025-01-25,MS
391,5242,R16,Toma Junior POPOV,Priyanshu RAJAWAT,Toma Junior POPOV,16-21 21-18 21-4,13.0,,3.0,,2025-01-25,MS
392,5242,R16,Brian YANG,Tharun MANNEPALLI,Tharun MANNEPALLI,14-21 21-15 17-21,21.0,12.0,8.0,,2025-01-25,MS
393,5242,R16,Kiran GEORGE,WANG Zheng Xing,WANG Zheng Xing,18-21 13-21,19.0,24.0,,7.0,2025-01-25,MS
394,5242,R16,Koo TAKAHASHI,Christo POPOV,Koo TAKAHASHI,21-16 6-21 25-23,,10.0,,4.0,2025-01-25,MS
395,5242,R16,Justin HOH,Jia Heng Jason TEH,Jia Heng Jason TEH,21-18 19-21 12-21,,9.0,,5.0,2025-01-25,MS
396,5242,R16,CHEAM June Wei,LOH Kean Yew,LOH Kean Yew,21-19 13-21 12-21,,8.0,,2.0,2025-01-25,MS
397,5242,QF,Viktor AXELSEN,Jason GUNAWAN,Viktor AXELSEN,11-21 21-13 21-9,,14.0,1.0,,2025-01-25,MS
